audio_ID,path,sentence
audio_43b7e9cc,audio_43b7e9cc.mp3,Sasa ifahamu historia ya Wamasai kutoka Israel hadi Afrika Mashariki
audio_2c36639f,audio_2c36639f.mp3,Wamekuwa ni wanawake wenye kujua mapishi pengine kuliko wengineo kwenye pwani ya afrika mashariki
audio_bd6cf0e7,audio_bd6cf0e7.mp3,ika taarifa iliyotolewa kwa vyombo vya habari imeeleza kuwa bi salim
audio_56796a6c,audio_56796a6c.mp3,tujitolee kupima afya zetu mara kwa mara
audio_78d1a594,audio_78d1a594.mp3,kimo cha mita moja nukta tano kwenda juu
audio_bc01c96a,audio_bc01c96a.mp3,Aliye na zaidi ya miaka thelathini na ni mchezaji anayeongoza
audio_dc862602,audio_dc862602.mp3,Liturujia ya Roma Ghasia zilifuata Negus Susneyos akajiuzulu
audio_3f5fbbc3,audio_3f5fbbc3.mp3,Jacob aliitikia na kusema kuwa amebahatika tena kuonana na mtaalamu wa ufundi
audio_88196de0,audio_88196de0.mp3,kwa mara ya kwanza tangu mwaka wa elfu mbili nne
audio_b8b8ac2b,audio_b8b8ac2b.mp3,chao wenyewe au cha mtu wao wa karibu
audio_d48780b5,audio_d48780b5.mp3,Njia ya mwongo ni fupi.
audio_150cf7c8,audio_150cf7c8.mp3,Baada ya kumshusha George mlevi Jacob alianza safari ya kuelekea kwa magreth
audio_aee2dc65,audio_aee2dc65.mp3,Karl Peters kwa niaba ya Shirika la Ukoloni wa Kijerumani alianza kufanya mikataba
audio_045fbe23,audio_045fbe23.mp3,Wakristo walikuwa raia wema Katika karne ya tatu mateso yalikuwa makali
audio_6a88ed9b,audio_6a88ed9b.mp3,Aliamua kujaribu mtindo huu mpya wa muziki na katika mwaka
audio_8e6e2f47,audio_8e6e2f47.mp3,baada ya kutumikia kifungo hicho kwa miezi kumi na tisa katika mazingira bora kiasi
audio_ae113914,audio_ae113914.mp3,kiongozi huyo wa israel ameweka bayana kuwa wataendelea
audio_020878ad,audio_020878ad.mp3,Wengi walikamatwa na kutiwa kizuizini na pengine kupotezwa au kuuwawa kikatili
audio_f58b9148,audio_f58b9148.mp3,Mambo bado wa Chege Nimpate Wapi wa Rich Longomba na Sikiliza wa marehemu Ngwair
audio_6f3cf0e7,audio_6f3cf0e7.mp3,Amewacha wote wakimbie
audio_d7f83a01,audio_d7f83a01.mp3,Niliona Uturuki tofauti Katika kipindi cha miongo hii muonekano
audio_8a9c235b,audio_8a9c235b.mp3,Alijisemea kuwa papara ni njia ya kumsaidia adui yake
audio_42483554,audio_42483554.mp3,nawapata wenyewe hao india na pakistani
audio_10b8c4b2,audio_10b8c4b2.mp3,Msisimuko huanza miguuni moyo wako hupigapiga kasi
audio_aea4c3b0,audio_aea4c3b0.mp3,nafanya muziki nafanya maigizo niko na shule sasa ilifika mahali nikachukuliwa na bendi
audio_8b5571d6,audio_8b5571d6.mp3,Wanao ni wepi.
audio_b78a96f3,audio_b78a96f3.mp3,milioni moja laki nne elfu ishirini na tano mia moja thelathini na moja
audio_fc954972,audio_fc954972.mp3,kujadili mpango wa nchi hiyo kuendelea kurutubisha
audio_57419605,audio_57419605.mp3,Cocaine imekuwa ikiuzwa na kununuliwa bila kificho
audio_d6386b32,audio_d6386b32.mp3,sho wa kutangazwa matokeo haya
audio_d1656278,audio_d1656278.mp3,mwezi wa kumi na moja mwaka elfu mbili na kumi na tano
audio_f5ccf48d,audio_f5ccf48d.mp3,za kulevya ili kujaribu kurejesha viwango vyao vya homoni za kuhisi vyema
audio_6826efe3,audio_6826efe3.mp3,zinazohusiana na malengo mapya kumi na saba ya maendeleo endelevu ya Umoja wa Mataifa
audio_0fc2a634,audio_0fc2a634.mp3,eneo hilo lipo kwenye ukanda wa kusini magharibi mwa tanzania
audio_3eb12ca8,audio_3eb12ca8.mp3,viongozi ishirini na saba wakutana kumshinikiza kanali gaddafi aondoka madarakani
audio_81012b7a,audio_81012b7a.mp3,Sisi tunafaa kumcha Mungu sana
audio_a80984f7,audio_a80984f7.mp3,Bariki kenya baba tufurahie.
audio_7d35cabf,audio_7d35cabf.mp3,Dunia inaadhimisha uhuru wa vyombo vya habari
audio_e6b73da8,audio_e6b73da8.mp3,sheria ifanye kazi yake kwa hivyo wacha waende hague kwa sababu hapa kenya kweli
audio_7c562880,audio_7c562880.mp3,nchi ya wote napatia mkono ya idd
audio_f534e032,audio_f534e032.mp3,Tumewaua maadui mia mbili hamsini na wengine wamechomwa katika nyumba zao
audio_0539b719,audio_0539b719.mp3,Aliunganisha maeneo ya Ujerumani na Ufaransa ya leo
audio_247552cb,audio_247552cb.mp3,Lengo mojawapo ni upatikanaji wa elimu bora kwa wote
audio_c78548eb,audio_c78548eb.mp3,huduma zote muhimu za kijamii na kuhakikisha kila mwanaukoo ana kazi halali ya kumuingizia
audio_16511e6a,audio_16511e6a.mp3,aliletewa sanduku la mziki lenye umbo la nguruwe
audio_21a90054,audio_21a90054.mp3,Na lile la kombe la shirikisho la ligi kuu ya Uhispania
audio_c0458401,audio_c0458401.mp3,mitume Katika nyaraka za Paulo ambazo ni maandiko ya kwanza katika
audio_7b9af528,audio_7b9af528.mp3,Shemeji anapendeza.
audio_3697fe68,audio_3697fe68.mp3,huli katika viwanja vya ndege na kusababisha safari za ndege kuahirishwa
audio_29a9959d,audio_29a9959d.mp3,Mama yake alishangaa hilo linawezekanaje lakini shangazi kutokana na kuwa mtawa aliheshimiwa sana
audio_f7ef3bed,audio_f7ef3bed.mp3,ya Waingereza Waingereza walijibu mwaka elfumoja miasaba sabini na nne
audio_c79fadef,audio_c79fadef.mp3,katika mkoa wa Kigoma ambapo Wengi ni wenyeji wa mkoa huo
audio_0f85cede,audio_0f85cede.mp3,ni pamoja na punda milia nyumbu swala simba nyati kongoni chui duma
audio_703a4e03,audio_703a4e03.mp3,Chakula chake ni kitamu
audio_303df835,audio_303df835.mp3,mwaka elfu moja mia nane hamsini na sita
audio_49325d78,audio_49325d78.mp3,Mungu ilinde Kenya.
audio_d12b1776,audio_d12b1776.mp3,Hivyo kituo kilihitaji darasa lingine kupambana na ushindani huo
audio_d9970ff6,audio_d9970ff6.mp3,ambaye kwa kauli yake amekiri kuhusika katika mauwaji ya mtetezi wa haki
audio_313b32f3,audio_313b32f3.mp3,Ni saa nane mchana
audio_71dbb7cc,audio_71dbb7cc.mp3,wanatengeneza nguo za aina mbalimbali
audio_f22f3593,audio_f22f3593.mp3,Uturuki katika mtihani mkubwa wa kupimana nguvu za
audio_ef841eb2,audio_ef841eb2.mp3,nukta tisa fm wakati kule mombasa
audio_d398dd2e,audio_d398dd2e.mp3,dhidi ya sera ya Kijerumani iliyoundwa kwa nguvu
audio_25c4a93b,audio_25c4a93b.mp3,Mkataba wa makubaliano ulipitishwa na Baraza la mapinduzi na bunge la Tanganyika
audio_66ce1a04,audio_66ce1a04.mp3,dhamana za serikali zinaweza kutumika kulipa madeni hayo
audio_fb9137bb,audio_fb9137bb.mp3,katibu mkuu wa umoja mataifa un
audio_ce65245f,audio_ce65245f.mp3,ambaye naye ni mzaliwa wa Kijiji cha Ngarambi
audio_6fa23378,audio_6fa23378.mp3,asilimia kubwa ya watu hawakuelewa vizuri kuhusu ugonjwa huo
audio_ec1de85b,audio_ec1de85b.mp3,vyama vya upinzani havina imani na tume ya
audio_35f5bd5d,audio_35f5bd5d.mp3,ee ni kama mistari mingapi hivi kumi na miwili kumi na sita
audio_6a3b5871,audio_6a3b5871.mp3,ya vichafuzi vya hewa Sekta ya kibinafsi inaweza kuchangia katika
audio_0aeaa596,audio_0aeaa596.mp3,pande hizo mbili hivi karibuni zilikubaliana kufanya mazungumzo hayo
audio_b20f7871,audio_b20f7871.mp3,Hearne alimsindikiza Malkia Elizabeth wa pili na mumewe
audio_13069bdb,audio_13069bdb.mp3,kilizwa katika mahakama ya uhalifu ya icc
audio_b1c4c26c,audio_b1c4c26c.mp3,hakuna mtu anayejua idadi kamili ya watu waliyokuwa kwenye titanic
audio_bce68064,audio_bce68064.mp3,wakati wa sherehe au matatizo Aidha hata pombe ya mbege utaweza kuikuta kwenye makusanyiko
audio_805439ca,audio_805439ca.mp3,Uzembe unafaa kukemewa
audio_46e4b684,audio_46e4b684.mp3,mwka elfu moja mia tisa sabini alikuwa mkuu wa majeshi
audio_8f71901a,audio_8f71901a.mp3,Walikubaliana miradi ya pamoja pamoja na mipango mingine
audio_a8bbd803,audio_a8bbd803.mp3,Alipoteza kazi mwezi jana
audio_6bece9db,audio_6bece9db.mp3,Kinara alichaguliwa kuwakilisha shule mashindanoni
audio_98e7b545,audio_98e7b545.mp3,ambacho kimekonga vichwa vya wanamazingira
audio_3b6ae25d,audio_3b6ae25d.mp3,lengo likuwa ni kupunguza matumizi yake
audio_fb1043b0,audio_fb1043b0.mp3,mwaka elfu moja mia tisa tisini na mbili Katiba ilirekebishwa
audio_f0ed3f9b,audio_f0ed3f9b.mp3,aa ajitahidi kupanda miti
audio_ed80958c,audio_ed80958c.mp3,Kisu hicho kitamkata mtoto
audio_56b53492,audio_56b53492.mp3,Alikubali wito wa kuwa padri
audio_c0e84490,audio_c0e84490.mp3,Asilimia kubwa ya eneo la pwani limezingirwa na bahari.
audio_9214578f,audio_9214578f.mp3,kuanza mingine baadaye pengine huoni
audio_1e87fad2,audio_1e87fad2.mp3,sauti ya muziki inatakiwa kuwa na kiwango cha kawaida
audio_b62791ea,audio_b62791ea.mp3,katika maeneo ya vijijini na vijiji vilivyo karibu na miji katika nchi zenye
audio_c75bcd03,audio_c75bcd03.mp3,Nguo chafu.
audio_f9f41719,audio_f9f41719.mp3,nimahuhu ni chanzo kikubwa cha mito mingi
audio_bb0de9cd,audio_bb0de9cd.mp3,Damu pia hunywewa kwa nadra sana
audio_beda76c1,audio_beda76c1.mp3,amesema kile ambacho kinafanywa na jeshi la nchi yake
audio_6ee915f6,audio_6ee915f6.mp3,Tanzania ilikuwa inaelekea kutengeneza Katiba mpya
audio_ab7de892,audio_ab7de892.mp3,hata hivyo takwimu hizi chache zikilinganishwa na za mwaka jana
audio_e613988f,audio_e613988f.mp3,Dawa ya kikohozi ya risasi kwenye mishipa yake
audio_c1062417,audio_c1062417.mp3,wakati mji mkuu wa kale Yerusalemu ukaendelea kama mji mkuu wa ufalme wa Yuda
audio_bca515ac,audio_bca515ac.mp3,Institute of Development Studies huratibu mpango wa utafiti juu ya jamii
audio_f8056de3,audio_f8056de3.mp3,la Ufalme peke yake liligharimu kiasi cha shilingi bilioni tatu
audio_00a91c67,audio_00a91c67.mp3,la kumsaidia adui ambalo adhabu yake ni kunyongwa
audio_523b2a82,audio_523b2a82.mp3,kama ilivyoandikwa katika Historia ya Agathias alikuwa mkulima wa prankster
audio_de53dbfb,audio_de53dbfb.mp3,"Wapeperusha, mabawa yao mbele zako."
audio_46060a22,audio_46060a22.mp3,leo unakuja kutibiwa unakuta una shinikizo la damu
audio_2ec1fba2,audio_2ec1fba2.mp3,katika hotuba yake uchumi ndio itakuwa mada kuu
audio_17b7173b,audio_17b7173b.mp3,Mtaalamu wa ufundi alisema bahati ni yake kukutana na kijana mwenye kipaji
audio_59caa78b,audio_59caa78b.mp3,Rais Samia amesema hayo wakati akizungumza katika siku ya Mlezi wa Skauti nchini
audio_7ff535e8,audio_7ff535e8.mp3,uvimbe huu huwa unakaa maeneo yapi hayo
audio_f6e46781,audio_f6e46781.mp3,Baba na mama.
audio_cc33e7bb,audio_cc33e7bb.mp3,Rafiki yangu ni mtundu.
audio_0b0eb789,audio_0b0eb789.mp3,mpya inayolenga kudhibiti uzalishaji wa silaha za nuclear
audio_23beb857,audio_23beb857.mp3,Mzigo huu ni mzito sana.
audio_779196f7,audio_779196f7.mp3,Kwa hiyo mji wa Kigoma na Ujiji ni miji ambayo ilijipatia historia ya pekee
audio_843d3945,audio_843d3945.mp3,wake akawaunganisha wamonaki mahali pamoja akawapa utaratibu wa
audio_bd264a61,audio_bd264a61.mp3,vilikuwa vinatoa taarifa za chama na serikali yake tu
audio_6d94c579,audio_6d94c579.mp3,Na baada ya kuondoka msituni na hatimaye
audio_06338c33,audio_06338c33.mp3,Shamba letu lilishika moto
audio_e8c36596,audio_e8c36596.mp3,hasa barani afrika
audio_cfd5f18f,audio_cfd5f18f.mp3,mwandishi wetu zuhra mwera ametuandalia taarifa zaidi
audio_26d8c981,audio_26d8c981.mp3,Wakristo wakiwemo Waprotestanti na Wakatoliki lakini wengine
audio_b4cca469,audio_b4cca469.mp3,Serikali imebainisha majukumu ya mamlaka mbali mbali za usimamizi wa mazingira
audio_ce851761,audio_ce851761.mp3,Nyumba imejengwa.
audio_753bd9de,audio_753bd9de.mp3,benki kuu ya tanzania inahakikisha kuna usawa wa bei
audio_e85a6437,audio_e85a6437.mp3,kuona kivutio cha kuvutia wakati moja ungefurahia
audio_ffac517c,audio_ffac517c.mp3,zinapunguza utegemeaji wa baadhi ya fueli na mazoea yenye
audio_d3a857c4,audio_d3a857c4.mp3,Fitina zenu hazipandi wala hazishuki.
audio_393612dd,audio_393612dd.mp3,maafisa wa serikali nchini palestina wamekanusha vikali ripoti ina
audio_9807be13,audio_9807be13.mp3,mama huyu amekuwa katika fani
audio_fd4576a4,audio_fd4576a4.mp3,waongeaji wana mitazamo tofauti juu ya mada
audio_01b4f229,audio_01b4f229.mp3,na Ruge Waziri Mkuu alisema Ruge amefanya kazi kubwa tangu wakati wa Serikali
audio_ec5de744,audio_ec5de744.mp3,nyingine iliyofanyika mwezi septemba elfumoja miatisa themanini na tatu
audio_f7482041,audio_f7482041.mp3,hapa nchini Tanganyika Wamisionari wa kikristo walikuja
audio_e04dbeed,audio_e04dbeed.mp3,kuiba benki na hivyo kwa kutumia magari ya haraka na silaha moja kwa moja
audio_2874591e,audio_2874591e.mp3,u ya ijumaa kama hii tulivu huwa tunakwandalia
audio_0611622e,audio_0611622e.mp3,na machafuko mpya yazuka jijini abidjan cote de voire
audio_3730dfa4,audio_3730dfa4.mp3,Walikuwa wameshaiangalia video kwa kuiangalia mara kwa mara
audio_cb004c74,audio_cb004c74.mp3,na hufika kikomo baada ya wikiMatumizi haramu ya madawa ya kulevya
audio_d145e591,audio_d145e591.mp3,Sifa za Mbegha zilisambaa kwa Wasambaa wote Wakati ule Wasambaa wa Vuga walikuwa na
audio_0909063d,audio_0909063d.mp3,waashuri wa mauaji ya kimbari waliuawa kinyama nchini iraki
audio_8d756cba,audio_8d756cba.mp3,ya Yesu na kutendeana kwa unyama Kwa hiyo mtu asijivune kwamba
audio_f217c0a5,audio_f217c0a5.mp3,yaani kuwa na mamlaka ya majeshi ya vita japo walipewa mamlaka ya Uhamiaji kwa
audio_03513755,audio_03513755.mp3,upinzani dhidi ya jacob zuma uliongezeka
audio_3aa33112,audio_3aa33112.mp3,Baada ya hapo Uingereza iliiweka chini ya uongozi wa Shirikisho la Mataifa
audio_a5085353,audio_a5085353.mp3,Mimi ni ndugu wa pili
audio_e631ec83,audio_e631ec83.mp3,siku hiyo mapigano yalipungua na mwaka elfumoja miasaba themanini na tatu
audio_3155f302,audio_3155f302.mp3,Geuza mikeka ile.
audio_5461b248,audio_5461b248.mp3,Nina maumivu ya jino
audio_19389f5e,audio_19389f5e.mp3,George Washington alikuwa mkulima tajiri sana
audio_b884a483,audio_b884a483.mp3,na uhamiaji haramu wanaokimbilia katika kituo kidogo cha italia
audio_68bbba66,audio_68bbba66.mp3,amekanusha majeshi yao kushambulia na kuita
audio_7b38d91c,audio_7b38d91c.mp3,uliadaliwa jumapili iliopita na kutangazwa mshindi hapo jana
audio_155cb63d,audio_155cb63d.mp3,mtangazaji anatakiwa kujua muundo utakaotumia kwenye kipengele fulani
audio_f35c23bc,audio_f35c23bc.mp3,Magreth alizitamani zile pesa lakini alihofia uhai wake na wa Jacob pia
audio_5de14b00,audio_5de14b00.mp3,baada Marekani kukubali kuondoa kisiri silaha zake kutoka Uturuki
audio_bd9d899d,audio_bd9d899d.mp3,Hiyo ndiyo ilikuwa sababu ya Jacob kutaka kujua hilo
audio_ecd49f8a,audio_ecd49f8a.mp3,Picha zake ni safi
audio_cd55c912,audio_cd55c912.mp3,wamesha tamuka wazi kumtaka kanali gaddafi
audio_dfc62644,audio_dfc62644.mp3,kwamba wataingilia kati Tangazo hilo lazima lichukuliwe
audio_e8149131,audio_e8149131.mp3,mitando hiyo inatumika vizuri kudumishwa na kupitishwa
audio_4d283663,audio_4d283663.mp3,Zanzibar inashika rekodi ya vita fupi kuliko vyote duniani
audio_4fe9dbe1,audio_4fe9dbe1.mp3,na kuwa umoja wa mataifa una mamlaka juu ya hilo
audio_788b72a8,audio_788b72a8.mp3,Mutahaba Lakini majira ya saa mbili usiku tarehe ishirini na sita februari watanzania
audio_ad47324e,audio_ad47324e.mp3,marejeo ya mashitaka ya mauaji ya kimbari yanatakiwa kufanyika mahakamani
audio_1df1b540,audio_1df1b540.mp3,sisi tuonyeshe kile ambacho ni cha kwetu na tujivunie
audio_475aa9de,audio_475aa9de.mp3,Waliofika ni hawa na si wao.
audio_99781c1b,audio_99781c1b.mp3,Ripoti ya Utafiti ya Wageni wa Kimataifa
audio_1c298bb7,audio_1c298bb7.mp3,Nyumba kubwa.
audio_c5609eed,audio_c5609eed.mp3,wamisionari walikuja kueneza dini ya kikistro katika maeneo mbalimbali
audio_50f88f70,audio_50f88f70.mp3,majeshi ya baba yake hayatoshindwa
audio_aebddab9,audio_aebddab9.mp3,kuchagua kiongozi wanayemtaka limeandika kwa kina
audio_af26b3b6,audio_af26b3b6.mp3,taratibu za kisheria zilifuatwa katika kujadili mauaji hayo
audio_7803a6ca,audio_7803a6ca.mp3,Kupiga matiti pasi ni miongoni mwa tamaduni katika bara la Afrika
audio_d08f00da,audio_d08f00da.mp3,hususan kwa nchi za afrika kuna kipi cha kujifunza
audio_ee319fb5,audio_ee319fb5.mp3,Dokta Mwinyi alisema kuwa maamuzi hayo ni ya uwekezaji zaidi
audio_ceeceed3,audio_ceeceed3.mp3,Alijihusisha kwa uzalishaji wa uchumi
audio_e637c97f,audio_e637c97f.mp3,Kuna vyama vidogo pia lakini hivi havina umuhimu wowote
audio_6e2f34a1,audio_6e2f34a1.mp3,mwaka elfu mbili na kumi na tano walifariki watu milioni moja
audio_e419c269,audio_e419c269.mp3,katika nafasi zao daktari unapoona kwamba hao ni mawaziri ambao wamepoteza
audio_a2f4302a,audio_a2f4302a.mp3,Hadi sasa hawajaona maandalizi ya kutosha kwa vinaja
audio_3aea9b22,audio_3aea9b22.mp3,huathiri mtu kiafya Kwa mfano ukitumia bangi
audio_8cf38d68,audio_8cf38d68.mp3,Hivyo itakuwa vigumu kwa virusi hivyo kuwa bado hai
audio_bba4016a,audio_bba4016a.mp3,da tu ya shirika hili na mabalozi wake kutoka uingereza kuja nchini tanzania
audio_5c3ceef6,audio_5c3ceef6.mp3,Huduma yao ni nzuri.
audio_b51c41aa,audio_b51c41aa.mp3,Tumekaa tunaangaliana hivi
audio_f880d0e1,audio_f880d0e1.mp3,Alijiunga na Chuo cha Maendeleo ya Uongozi Mzumbe kwa ajili ya masomo ya juu
audio_79401a01,audio_79401a01.mp3,hela na walitoa mchango mkubwa sana
audio_a2154706,audio_a2154706.mp3,hispania lilikuwa taifa kubwa la wakatoliki
audio_1721c990,audio_1721c990.mp3,Umuhimu wa Kuimarisha afya za watoto
audio_201710f9,audio_201710f9.mp3,Wakati wa mapumziko umefika.
audio_eb0bc97c,audio_eb0bc97c.mp3,Kliniki za kutolazwa kwa kawaida hutoaya mifano hutumia
audio_0b8f7742,audio_0b8f7742.mp3,Saa tisa na nusu akaliacha gari alipoliazima na kutoa namba za gari bandia
audio_d066d697,audio_d066d697.mp3,"Amenifanya mwana, niliyekuwa mfungwa"
audio_503b6e39,audio_503b6e39.mp3,alihukumiwa kifungo cha maisha katika mahakama ya kimataifa
audio_c03cdf2c,audio_c03cdf2c.mp3,alishirikiana na Obote katika hatua za kuimarisha utawala wa waziri mkuu Wakati bunge la
audio_97d492e9,audio_97d492e9.mp3,vilihitaji mafuta kwa matumizi ya grisi kwa
audio_5953efa3,audio_5953efa3.mp3,kutoka kwa wafaransa mwaka elfu moja mia tisa
audio_1709394a,audio_1709394a.mp3,afisa wa uokoaji aliamuru wavulana wasipande boti za kuokolea
audio_c9c5b982,audio_c9c5b982.mp3,sketi fupi na fulana Hautakutana na mlevi Kituruki
audio_51f6b4d7,audio_51f6b4d7.mp3,asanch kutiwa nguvuni kwa kosa la ubakaji
audio_ec31d32c,audio_ec31d32c.mp3,Uamuzi wako ni mzuri sana
audio_8d1e82bb,audio_8d1e82bb.mp3,njia pekee ni ya kuondoa mikosi hiyo ni matambiko basi hawa mabwana watakuja kukufanyia
audio_ac9b9fcc,audio_ac9b9fcc.mp3,hakumuona rais mubarak wanani wa egypt
audio_c4b60e1d,audio_c4b60e1d.mp3,alitumia kusoma bible na huku akiwa anajiita mtume
audio_128f5ef3,audio_128f5ef3.mp3,bonde la olduvai lina mabaki ya zamadamu
audio_a69305a9,audio_a69305a9.mp3,baadhi ya askari wasio waaminifu waliwafanyia ukatili
audio_8e490a83,audio_8e490a83.mp3,Dadangu ana maringo sana.
audio_837a3375,audio_837a3375.mp3,Rais Samia amemshukuru Bwana Van Beurden kwa nia yao njema
audio_83a41780,audio_83a41780.mp3,Amri ya kwanza na ya Pili Biblia yasema hivi Yoshua akawaambia watu wote
audio_c2304835,audio_c2304835.mp3,hutelemka kuelekea beseni moja na upande mwingine kwenda beseni tofauti
audio_2722f32e,audio_2722f32e.mp3,aya elfu arobaini na tano Kiswahili kimepokelewa
audio_c5842fa5,audio_c5842fa5.mp3,Sijawahi kumsikia akiongea
audio_cb9d8a06,audio_cb9d8a06.mp3,kwa hivo anajaribu kuzitembelea ili angalao kuhakikisha kwamba kuna amani
audio_47f3777a,audio_47f3777a.mp3,kushika mpira na kunyanganyana kwa nguvu
audio_e1243afa,audio_e1243afa.mp3,na tisa Mwaka uliofuata baada ya Iraki kuivamia Kuwait Bush aliunda muungano wa Umoja
audio_cf8fd548,audio_cf8fd548.mp3,ni kuchangia na tuangalie kile ambacho wanaochoweza kwa kweli
audio_402e90dd,audio_402e90dd.mp3,masaa baada ya kuwasili kwako Uingereza kwenda
audio_fc438ddd,audio_fc438ddd.mp3,linaloongozwa na mwanamuziki mwenzake aliyeibukia katika siasa Bobi Wine Huyu ndiye Joseph Mayanja Jose
audio_1d2ea310,audio_1d2ea310.mp3,nataka ku vote kwa unity unajua ni symbol gani hiyo
audio_e588979a,audio_e588979a.mp3,wawili wao kwa bahati mbaya walikufa kwa baridi
audio_55e77b71,audio_55e77b71.mp3,aridhishwa na kila linaliendelea sasa kwani mambo ni shwari kabisa
audio_ab323247,audio_ab323247.mp3,Hakuna atakaye kuambukizwa ukimwi
audio_70f1f24a,audio_70f1f24a.mp3,naitwa nurdin seleman kwanza ni mkutsari wa habari
audio_af781e2b,audio_af781e2b.mp3,Kigezo cha mahali alikozaliwa mzungumzaji kinapaswa kuzingatiwa wakati wa utambulisho
audio_58858bae,audio_58858bae.mp3,Ufugaji wa kuku bata
audio_2ce13c0b,audio_2ce13c0b.mp3,ndio matokeo ya uchaguzi mkuu
